,model,scenario,final_energy_demand,energy_per_gdp,region
373,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,3245.88915,0.00011428985850427192,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
374,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,3244.2516,0.00011422698629931068,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
375,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,4096.4072,0.0001292566527215934,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
376,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,4041.9015,0.00012757669801472223,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
377,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,3983.3121500000007,0.0001255991806411632,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
378,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,3466.46445,0.00010786756177557695,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
379,WITCH 5.0,EN_INDCi2030_500f,3125.3609006992806,9.1043986689114e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
380,AIM/CGE 2.2,EN_NPi2020_400f,4250.2696000000005,0.00011979952090237306,"Eastern and Western Europe (i.e., the EU28)"
381,AIM/CGE 2.2,EN_NPi2020_500f,4274.4118,0.00012030750794824011,"Eastern and Western Europe (i.e., the EU28)"
382,AIM/CGE 2.2,EN_NPi2020_600f,4299.3074,0.00012084336106509214,"Eastern and Western Europe (i.e., the EU28)"
383,GCAM 5.3,NGFS2_Divergent Net Zero Policies,3498.2959301400006,0.00010288538857573528,"Eastern and Western Europe (i.e., the EU28)"
384,GCAM 5.3,NGFS2_Net-Zero 2050,3777.2417107779993,0.00010775180394424713,"Eastern and Western Europe (i.e., the EU28)"
385,IMAGE 3.2,SSP1_SPA1_19I_D,3167.5921555175782,7.502263989192649e-05,"Eastern and Western Europe (i.e., the EU28)"
386,IMAGE 3.2,SSP1_SPA1_19I_LI,2884.9194677734376,6.832769615588654e-05,"Eastern and Western Europe (i.e., the EU28)"
387,IMAGE 3.2,SSP1_SPA1_19I_LIRE,3099.803741210937,8.598976628216244e-05,"Eastern and Western Europe (i.e., the EU28)"
388,IMAGE 3.2,SSP1_SPA1_19I_RE,3268.2512949218763,7.740669503431773e-05,"Eastern and Western Europe (i.e., the EU28)"
389,IMAGE 3.2,SSP2_SPA2_19I_D,3358.4544374999996,9.316483760262176e-05,"Eastern and Western Europe (i.e., the EU28)"
390,IMAGE 3.2,SSP2_SPA2_19I_LIRE,3494.200572265625,9.693048839109494e-05,"Eastern and Western Europe (i.e., the EU28)"
391,IMAGE 3.2,SSP2_SPA2_19I_RE,3456.1573403320317,9.587515428103613e-05,"Eastern and Western Europe (i.e., the EU28)"
392,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,4252.329865588481,0.0001011036124927544,"Eastern and Western Europe (i.e., the EU28)"
393,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,4159.539493870258,9.880629157633995e-05,"Eastern and Western Europe (i.e., the EU28)"
394,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,4128.169046482105,8.633093880707873e-05,"Eastern and Western Europe (i.e., the EU28)"
395,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,4438.714243642794,0.00010405811309680507,"Eastern and Western Europe (i.e., the EU28)"
396,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,4333.479099393881,0.00010152088160168546,"Eastern and Western Europe (i.e., the EU28)"
397,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,4047.782250806985,8.453340933401636e-05,"Eastern and Western Europe (i.e., the EU28)"
398,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,3932.8763644605006,8.205400966548006e-05,"Eastern and Western Europe (i.e., the EU28)"
399,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,4018.20045900424,8.337544441539421e-05,"Eastern and Western Europe (i.e., the EU28)"
400,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,4115.5615639928765,8.497816512153534e-05,"Eastern and Western Europe (i.e., the EU28)"
401,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,4155.143868337333,8.56620455652124e-05,"Eastern and Western Europe (i.e., the EU28)"
402,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,4208.018991019115,8.661534218087482e-05,"Eastern and Western Europe (i.e., the EU28)"
403,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,4277.8025664867255,8.765623599115736e-05,"Eastern and Western Europe (i.e., the EU28)"
404,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,4177.518100810382,8.614706388784547e-05,"Eastern and Western Europe (i.e., the EU28)"
405,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,4270.492787723822,8.77157539272731e-05,"Eastern and Western Europe (i.e., the EU28)"
406,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,4550.344080374953,0.0001051543777428243,"Eastern and Western Europe (i.e., the EU28)"
407,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,3918.6465705266423,8.510921446920515e-05,"Eastern and Western Europe (i.e., the EU28)"
408,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,4396.097461501722,8.961767651092464e-05,"Eastern and Western Europe (i.e., the EU28)"
409,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,4394.004735986134,8.964033270001549e-05,"Eastern and Western Europe (i.e., the EU28)"
410,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,4364.866219959316,8.917803330073553e-05,"Eastern and Western Europe (i.e., the EU28)"
411,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,4314.828511761042,8.83563483494599e-05,"Eastern and Western Europe (i.e., the EU28)"
412,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,4328.854384998453,8.848561368006158e-05,"Eastern and Western Europe (i.e., the EU28)"
413,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,4606.623622639941,0.00010590170096818664,"Eastern and Western Europe (i.e., the EU28)"
414,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,4345.77125606312,8.908985137633678e-05,"Eastern and Western Europe (i.e., the EU28)"
415,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,4605.615849723926,0.00010624466756575378,"Eastern and Western Europe (i.e., the EU28)"
416,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,5157.528906480647,0.00010360088532345642,"Eastern and Western Europe (i.e., the EU28)"
417,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,5157.573045607019,0.0001036017719597996,"Eastern and Western Europe (i.e., the EU28)"
418,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,5072.017525662421,0.0001018831958895233,"Eastern and Western Europe (i.e., the EU28)"
419,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,5061.527063374226,0.00010167247070593076,"Eastern and Western Europe (i.e., the EU28)"
420,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,5085.301210603728,0.00010215002940659266,"Eastern and Western Europe (i.e., the EU28)"
421,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,5010.370244639373,0.00010064486775348095,"Eastern and Western Europe (i.e., the EU28)"
422,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,5008.138247406682,0.0001006000329298368,"Eastern and Western Europe (i.e., the EU28)"
423,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,5004.7988516930245,0.00010053295344796874,"Eastern and Western Europe (i.e., the EU28)"
424,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,5006.463712425068,0.00010056639602407051,"Eastern and Western Europe (i.e., the EU28)"
425,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,5006.415949480142,0.00010056543659491842,"Eastern and Western Europe (i.e., the EU28)"
426,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,5152.577495079419,0.0001035014247844911,"Eastern and Western Europe (i.e., the EU28)"
427,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,4570.2248,0.00014993343477190263,"Eastern and Western Europe (i.e., the EU28)"
428,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,4392.112699999999,0.00014653750556838931,"Eastern and Western Europe (i.e., the EU28)"
429,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,4629.02585,0.00015136848728743212,"Eastern and Western Europe (i.e., the EU28)"
430,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,4529.588900000001,0.0001483314220141089,"Eastern and Western Europe (i.e., the EU28)"
431,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,4476.74185,0.00014709153108632682,"Eastern and Western Europe (i.e., the EU28)"
432,REMIND-MAgPIE 1.7-3.0,CO_Bridge,4339.5469,0.0001430888799857455,"Eastern and Western Europe (i.e., the EU28)"
433,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,4310.549300000001,0.00014426025339803707,"Eastern and Western Europe (i.e., the EU28)"
434,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,4253.591600000001,0.00014216198599932632,"Eastern and Western Europe (i.e., the EU28)"
435,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,4058.6972500000006,0.0001355137997850978,"Eastern and Western Europe (i.e., the EU28)"
436,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,4476.74185,0.00014709153108632682,"Eastern and Western Europe (i.e., the EU28)"
437,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,4529.588900000001,0.0001483314220141089,"Eastern and Western Europe (i.e., the EU28)"
438,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,4356.32395,0.00014328919498544468,"Eastern and Western Europe (i.e., the EU28)"
439,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,4135.39085,0.00013607828036768882,"Eastern and Western Europe (i.e., the EU28)"
440,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,4202.2204,0.00014361219390173014,"Eastern and Western Europe (i.e., the EU28)"
441,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,4174.911649999999,0.00014179559782897568,"Eastern and Western Europe (i.e., the EU28)"
442,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,4013.587450000001,0.00013576319922466753,"Eastern and Western Europe (i.e., the EU28)"
443,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,3362.39395,0.00010640768356773173,"Eastern and Western Europe (i.e., the EU28)"
444,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,3360.84635,0.00010622770634604392,"Eastern and Western Europe (i.e., the EU28)"
445,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,3343.4098999999997,0.00010558215191904036,"Eastern and Western Europe (i.e., the EU28)"
446,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,3220.2129999999997,0.00011477344973427153,"Eastern and Western Europe (i.e., the EU28)"
447,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,3198.9824500000004,0.00011389880535005016,"Eastern and Western Europe (i.e., the EU28)"
448,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,3336.7411999999995,0.00010527201271702346,"Eastern and Western Europe (i.e., the EU28)"
449,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,3239.9468,0.00011408062451343065,"Eastern and Western Europe (i.e., the EU28)"
450,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,3211.8731999999995,0.00011308697389916464,"Eastern and Western Europe (i.e., the EU28)"
451,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,3304.0412499999998,0.00010425460448098746,"Eastern and Western Europe (i.e., the EU28)"
452,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,3313.4154499999995,0.0001045831033393478,"Eastern and Western Europe (i.e., the EU28)"
453,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,3315.2622,0.00010453466870042309,"Eastern and Western Europe (i.e., the EU28)"
454,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,2986.3803000000007,9.292856342306238e-05,"Eastern and Western Europe (i.e., the EU28)"
455,WITCH 5.0,EN_INDCi2030_500f,3650.112178084508,0.00010633036475273754,"Eastern and Western Europe (i.e., the EU28)"
456,AIM/CGE 2.2,EN_NPi2020_400f,3564.9096,0.00010048173465049612,Other countries of Asia
457,AIM/CGE 2.2,EN_NPi2020_500f,3589.7813,0.00010103791176184609,Other countries of Asia
458,AIM/CGE 2.2,EN_NPi2020_600f,3609.6568999999995,0.00010145891686828468,Other countries of Asia
459,GCAM 5.3,NGFS2_Divergent Net Zero Policies,3770.6157705410005,0.00011089435441397352,Other countries of Asia
460,GCAM 5.3,NGFS2_Net-Zero 2050,3889.1582923270003,0.00011094440173823223,Other countries of Asia
461,IMAGE 3.2,SSP1_SPA1_19I_D,3632.5705151367188,8.603539100336037e-05,Other countries of Asia
462,IMAGE 3.2,SSP1_SPA1_19I_LI,3359.751310302734,7.957382147200212e-05,Other countries of Asia
463,IMAGE 3.2,SSP1_SPA1_19I_LIRE,3880.5074318847664,0.00010764679153319945,Other countries of Asia
464,IMAGE 3.2,SSP1_SPA1_19I_RE,3741.59785546875,8.861764228146659e-05,Other countries of Asia
465,IMAGE 3.2,SSP2_SPA2_19I_D,4148.9487687988285,0.00011509345904792862,Other countries of Asia
466,IMAGE 3.2,SSP2_SPA2_19I_LIRE,4151.264008056641,0.00011515768468906189,Other countries of Asia
467,IMAGE 3.2,SSP2_SPA2_19I_RE,4105.160699707032,0.00011387876091169118,Other countries of Asia
468,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,2874.063339594554,6.833387703937831e-05,Other countries of Asia
469,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,2882.37409295744,6.846832335178795e-05,Other countries of Asia
470,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,3095.200059978997,6.472882383569597e-05,Other countries of Asia
471,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,3008.792824473109,7.053603517331408e-05,Other countries of Asia
472,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,3016.393812680327,7.066538273231954e-05,Other countries of Asia
473,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,3107.7087680407367,6.490102508041907e-05,Other countries of Asia
474,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,3009.9396432017834,6.279821527256943e-05,Other countries of Asia
475,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,3086.491818623929,6.40430037494993e-05,Other countries of Asia
476,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,3163.216726485568,6.531413735862131e-05,Other countries of Asia
477,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,3196.322597807675,6.589507865201325e-05,Other countries of Asia
478,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,3231.852016014325,6.652250592082922e-05,Other countries of Asia
479,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,3268.7252124754755,6.697928297572481e-05,Other countries of Asia
480,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,3191.561260892479,6.581506655608307e-05,Other countries of Asia
481,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,3281.5364397117123,6.740262942875799e-05,Other countries of Asia
482,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,3141.615314590348,7.259991721018462e-05,Other countries of Asia
483,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,2936.8640773861434,6.378584802955814e-05,Other countries of Asia
484,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,3354.3106361507016,6.838008668830093e-05,Other countries of Asia
485,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,3356.4311170474048,6.847320840433511e-05,Other countries of Asia
486,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,3336.139135859059,6.816023950358305e-05,Other countries of Asia
487,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,3308.187605099041,6.774298808046906e-05,Other countries of Asia
488,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,3330.342054423465,6.807513818700157e-05,Other countries of Asia
489,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,3198.069885852827,7.352044978505522e-05,Other countries of Asia
490,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,3327.4930804089,6.82147877838309e-05,Other countries of Asia
491,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,3180.773925553443,7.337569596528559e-05,Other countries of Asia
492,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,3689.0765168135026,7.41036259995775e-05,Other countries of Asia
493,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,3688.8561014421584,7.409919844754159e-05,Other countries of Asia
494,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,3682.4572532320462,7.397066587163197e-05,Other countries of Asia
495,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,3676.4908676389814,7.385081722579133e-05,Other countries of Asia
496,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,3689.4108298545552,7.411034453117512e-05,Other countries of Asia
497,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,3644.6332318158156,7.321088297187236e-05,Other countries of Asia
498,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,3647.133543897095,7.326110751945585e-05,Other countries of Asia
499,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,3648.4366987466306,7.328728439683016e-05,Other countries of Asia
500,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,3651.5246064406297,7.33493121605129e-05,Other countries of Asia
501,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,3658.7806640488047,7.349506684983307e-05,Other countries of Asia
502,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,3689.581892527606,7.411377763854094e-05,Other countries of Asia
503,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,6247.12835,0.00020494690129387697,Other countries of Asia
504,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,5933.6865,0.0001979702430073861,Other countries of Asia
505,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,6298.2652499999995,0.00020595237838810088,Other countries of Asia
506,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,6241.325450000001,0.0002043860270081791,Other countries of Asia
507,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,6196.566599999999,0.00020359951482848944,Other countries of Asia
508,REMIND-MAgPIE 1.7-3.0,CO_Bridge,6178.750599999999,0.0002037333674318056,Other countries of Asia
509,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,5870.252400000001,0.00019645851138610926,Other countries of Asia
510,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,5894.54385,0.00019700529319178526,Other countries of Asia
511,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,5884.906249999998,0.0001964881729763338,Other countries of Asia
512,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,6196.566599999999,0.00020359951482848944,Other countries of Asia
513,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,6241.325450000001,0.0002043860270081791,Other countries of Asia
514,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,6231.175650000001,0.0002049572421494056,Other countries of Asia
515,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,6194.90445,0.00020384819118080295,Other countries of Asia
516,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,5750.4478500000005,0.0001965233502878591,Other countries of Asia
517,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,5768.07425,0.0001959053520571317,Other countries of Asia
518,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,5771.168700000001,0.00019521496310670035,Other countries of Asia
519,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,5199.879849999999,0.0001645575081019356,Other countries of Asia
520,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,5224.1061,0.00016512055325331276,Other countries of Asia
521,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,5238.8061,0.0001654372147203953,Other countries of Asia
522,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,4732.28425,0.00016866604429447986,Other countries of Asia
523,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,4739.22755,0.00016873876761250907,Other countries of Asia
524,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,5246.35115,0.0001655189635266801,Other countries of Asia
525,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,4868.3807,0.00017141883645284937,Other countries of Asia
526,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,4871.805850000001,0.00017153160996540826,Other countries of Asia
527,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,5237.57315,0.00016526461865253337,Other countries of Asia
528,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,5172.61105,0.0001632658880661652,Other countries of Asia
529,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,5189.572249999999,0.00016363418128757933,Other countries of Asia
530,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,4878.0078,0.00015179120262094313,Other countries of Asia
531,WITCH 5.0,EN_INDCi2030_500f,2425.2228929081975,7.064846838349625e-05,Other countries of Asia
532,AIM/CGE 2.2,EN_NPi2020_400f,1295.6110999999999,3.6518527920157464e-05,Pacific OECD
533,AIM/CGE 2.2,EN_NPi2020_500f,1305.1009000000001,3.673334349769607e-05,Pacific OECD
534,AIM/CGE 2.2,EN_NPi2020_600f,1314.3829999999998,3.694419697619644e-05,Pacific OECD
535,GCAM 5.3,NGFS2_Divergent Net Zero Policies,1314.3283355150002,3.865458618023447e-05,Pacific OECD
536,GCAM 5.3,NGFS2_Net-Zero 2050,1399.674969392,3.992794595518034e-05,Pacific OECD
537,IMAGE 3.2,SSP1_SPA1_19I_D,921.2603652343752,2.181953396597861e-05,Pacific OECD
538,IMAGE 3.2,SSP1_SPA1_19I_LI,828.4634384765625,1.96216909112463e-05,Pacific OECD
539,IMAGE 3.2,SSP1_SPA1_19I_LIRE,844.4162597656251,2.3424436797969137e-05,Pacific OECD
540,IMAGE 3.2,SSP1_SPA1_19I_RE,916.5684670410155,2.1708408994300402e-05,Pacific OECD
541,IMAGE 3.2,SSP2_SPA2_19I_D,963.6507736816408,2.6732048776139124e-05,Pacific OECD
542,IMAGE 3.2,SSP2_SPA2_19I_LIRE,937.8018898925781,2.601499064561117e-05,Pacific OECD
543,IMAGE 3.2,SSP2_SPA2_19I_RE,945.9793459472656,2.6241836469937628e-05,Pacific OECD
544,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,1123.451419219551,2.6711238434812586e-05,Pacific OECD
545,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,1125.0450820545966,2.6724480577195613e-05,Pacific OECD
546,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,1100.6382358133912,2.301725804220863e-05,Pacific OECD
547,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,1162.1544408545997,2.724473611149954e-05,Pacific OECD
548,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,1160.3898813081396,2.7184578729952696e-05,Pacific OECD
549,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,1103.8640870683398,2.3052968005545467e-05,Pacific OECD
550,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,1027.2248351727596,2.1431621221443897e-05,Pacific OECD
551,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,1048.976520582742,2.1765684533960117e-05,Pacific OECD
552,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,1072.4530063239356,2.214402269032371e-05,Pacific OECD
553,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,1082.3852912024317,2.2314350855726146e-05,Pacific OECD
554,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,1093.1931512860035,2.2501632970409743e-05,Pacific OECD
555,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,1097.5547913814396,2.248993970882819e-05,Pacific OECD
556,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,1077.8194386524115,2.2226350143914206e-05,Pacific OECD
557,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,1110.5539905905775,2.2810735295379238e-05,Pacific OECD
558,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,1165.2660521577031,2.692825519457946e-05,Pacific OECD
559,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,1051.6782109910616,2.2841433847349746e-05,Pacific OECD
560,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,1134.4374937586551,2.312634176740884e-05,Pacific OECD
561,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,1134.8484826748654,2.315158987379929e-05,Pacific OECD
562,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,1132.502716696061,2.3138020707456215e-05,Pacific OECD
563,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,1116.3249039332552,2.2859400278424436e-05,Pacific OECD
564,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,1117.1896102781973,2.2836344092569992e-05,Pacific OECD
565,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,1170.6805631266188,2.69127832185377e-05,Pacific OECD
566,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,1129.0213747906828,2.3145338434570478e-05,Pacific OECD
567,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,1185.230650545296,2.7341497980878137e-05,Pacific OECD
568,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,1394.4351054716742,2.801045114288103e-05,Pacific OECD
569,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,1393.9232771203108,2.8000169887788448e-05,Pacific OECD
570,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,1362.1823993033058,2.7362582152622593e-05,Pacific OECD
571,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,1359.7764787286587,2.7314253676634254e-05,Pacific OECD
572,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,1375.9513419384798,2.7639163192138585e-05,Pacific OECD
573,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,1352.3176338961,2.716442553717295e-05,Pacific OECD
